Campus,Semester,Course,Feedback_good,Feedback_bad,Feedback_extra
Aalborg,5,Agil Software Engineering,"Carsten er sød.   Online undervisningen fungerer fint, ville dog ønske, de blev optaget.   Fint med projektrelaterede opgaver.",Opgaverne var lidt fluffy.,
Aalborg,5,Beregnelighed og kompleksitet (valgfag),,,Dette var ikke et valgfag på vores semester.
Aalborg,5,Databasesystemer,"Slides er fine.   Det er fint nok, at svarene til opgaverne først kommer efter opgaveregningen, det ville dog også være fint hvis de kom under, det er sådan lidt hip som hap.","Lydproblemer for online audience.  Bliver ikke optaget, så hvis man har haft svært ved at høre det, så kan man ikke se det igen.   Nogle af opgaverne kunne godt være mere konkret formuleret. Nogle af opgaverne giver ikke mening for os.",
Aalborg,5,Maskinintelligens,"Han optager, det er godt.   Opgaverne er til at forstå.   Han er nem at forstå.",Nej.,Nej.
Aalborg,5,Software Engineering,,,Det har vi ikke haft.
Aalborg,5,Tidstro software (valgfag),,,Det har ikke været et valgfag på det her semester.
Aalborg,5,Project,"Vores vejleder er nice. Giorgio.  Ingen problemanalyse er godt.   Stort projekt fungerer faktisk helt fint.   Gruppedannelse var kaotisk, men fungerede godt i sidste ende.   Lige for projekt, er der en god sammenhæng mellem projekt og ASE og DBS, der er ikke rigtigt en sammenhæng til MI, men det har de andre projekter.",Corona guidelines er træls. Ingen corona næste semester tak.,
Aalborg,5,Semester,"En del mere selfstudy, så det giver mindre læsning i forhold til sidste semester.",,
Aalborg,5,Studiemiljø,Egne grupperum var 10/10.,"Træls at skulle have maske på, når man forlader gruppelokalet.",
Aalborg,5,Agil Software Engineering,"Forlæseren er engageret og munter.    Godt at der var eksempler fra virkeligheden, gerne mere af det.","Opgaveregning var meget indholdsløs og ukonkret, vi fandt dem aldrig brugbare. Da kurset primært handler om at kunne huske en masse termer og aktiviteter, ville quizes muligvis have været en god supplement. Ydermere tager de ofte udgangspunkt i projektet, men vores projekt kunne overhovedet ikke bruges til det.    Materialet i kurset var meget abstrakt. Forelæsningerne havde lille effekt, da det var meget svært at forstå hvordan alt dette skulle bruges. Ydermere havde vi alle meget svært ved at koncentrere os om forelæsningen, fordi det simpelthen var så kedeligt.",Forelæsningens kvalitet virkede meget påvirket af at den var online.
Aalborg,5,Databasesystemer,"Den normale opgaveregning var god.    Forelæsningen var også god, og det interaktive komponent med afstemningsbetjeningerne var gode til at engagere.","Self studies handlede om det samme hver gang, og det blev hurtigt træls at hele tiden skulle lave de samme queries.    Omfanget af kurset virker for lille. Der kunne godt være inkluderet noget mere teori om hvordan det fungerer internt, ift. optimering af queries og lign.    Gabriela var meget svær at høre på Zoom. En af hjælpelærene var svær at komme af med, og brugte for lang tid inde hos os.",
Aalborg,5,Maskinintelligens,Gode hjælpelærer.    Generelt fungerede det godt.,"Det om neurale netværk fungerede ikke særlig godt. Enten skulle der bruges mere tid på dette, eller måske bare fjerne det. Som det er nu er det blevet simplificeret til sådan en grad at det ikke længere rigtig kan bruges til noget.  Der var for mange lag af simplificeringer.    Man kunne ikke åbne filerne fra solutions i Hugin.",
Aalborg,5,Project,Projektet har været virkelig spændende og udfordrende. Tilmed har der været rigtig god vejledning.,,
Aalborg,5,Semester,"Fungerede meget bedre at være fysisk i gruppen, og også til forelæsning.","ASE havde ingen relevans til projektet, og nok heller ikke mange andre mulige projekter.    DBS havde ingen relevans specifikt for os.",
Aalborg,5,Studiemiljø,Køkkenet er godt.,,
Aalborg,5,Agil Software Engineering,"Vi har ikke været store fans af dette kursus, dog må vi give Carsten den ros, at man kan mærke at at ved hvad han snakker om, og har erfaring i rygsækken.","Opgaver der specifikt omhandler projekt er ikke optimale for os (selvfølgelig ikke hele tiden). Dette skyldes at sådanne opgaver nogen gange rammer ved siden af projektet, og man da ikke får optimalt læring af opgaven.","Der er ofte en ""det er jo fredag"" stemning. Hvilket resultere i at Carsten hurtigt går igennem forelæsningens emner. Ser man bort fra at man får mindre detaljer med, synes vi også det har en psykologisk effekt, der gør at man fokusere mindre, når man konstant bliver mindet om: ""Det er jo fredag. Vi gør det hurtigt, så vi snart kan holde weekend."""
Aalborg,5,Databasesystemer,"Massere af opgaver, med god hjælp det meste af tiden. Vi synes at mængden af opgaver og self studies har været rigtig god, så fortsæt med det! Også fedt at kunne få feedback på self study.","Der har dog været enkelte opgaver, hvor det var opgaverne var lidt for gentagende. Det er selvfølgelig fint at have en masse opgaver med SQL queries, men når opgaver er så ens, at det blot er enkelte variabler der skal ændres, er det måske lidt for trivielt og gentagende.",
Aalborg,5,Maskinintelligens,Fedt med massere af opgaver - og især fedt med ekstra tid til opgaveregning. Opgaver kom også godt omkring emnet!,No comment,
Aalborg,5,Project,Tiden vil vise om det har fungeret godt.,Det er svært at arbejde med machine intelligence for første gang.,
Aalborg,5,Semester,Dejligt at vi har kunne være på Cassiopeia og i forelæsningslokaler.,"Lyden i forelæsningslokalet hvor vi har DBS er skrald (over Zoom, fint i selve lokalet) :(","Vi synes det er træls at forelæsningerne ikke bliver optaget, for at tvinge alle studerende til at følge undervisningen som normalt.     Det går udover os studerende der har disciplin at regler skal indrettes efter dem der ingen disciplin har.    Kunne være perfekt at optage forelæsninger, nu hvor vi er i disse corona-tider. Det vil åbne op for at man ikke skal rykke aftaler, der ligger på uheldige tidspunkter, da man evt. bare vil kunne se en forelæsning bagefter."
Aalborg,5,Studiemiljø,,,"Ikke så meget at sige, når corona lukker alle arrangementer."
Aalborg,5,Agil Software Engineering,Det gik godt at forklare hvad faget gik ud på. De der rich pictures bliver brugte godt men det er svært at komme tilbage og huske hvilken information var i dem.(Evt løses ved upload af alle forelæsninger),"At der mangler forelæsninger oploadede, foreslaget løsning er upload/optag af dem.",Det ville være smart at få faget på en eller anden måde at passe bedre til bægge studieretninger(den passer bedst til  Software Engineering p.t.).
Aalborg,5,Databasesystemer,Voting cards fungerede godt.,Mikrofonen virkede dårligt til streams de første par gange.,"Optagelse/upload af forelæsninger burde være et krav, specielt når der er réel chance for at blive ramt af en virus. Streaming uden optagelse er et mistet potentiale for læring for elever(sammenlign at høre en forelæsning flere gange med at læse en tekst flere gange)."
Aalborg,5,Maskinintelligens,"2:1 forhold mellem opgaveregning og forelæsning oplever vi til at være en god ting.    Hybrid forelæsning var medlemmer i gruppen glade for, da man kunne møde op en gang i mellem.    Virkelig glade for at alle oplæsninger er optagede og uploadede!!! Understreges stærkt!",Lang distance fra grupperum til forelæsningslokale.,
Aalborg,5,Project,Godt styr på første par dage til gruppedannelsen.,Virkede til at være mindre valgmuligheder.,
Aalborg,5,Semester,"Gruppelokalerne er gode, ville være endnu  bedre om man ikke var nødt til at dele med en anden gruppe.    Smittespredningsforebyggelse var godt afviklet, tommel op.","Spam mail fra ITS var irriterende, det burde have været samlet i én mail.  Også anden urelevant/uønsket mail er blevet sendt alle(f.eks. mail der vender sig til 7-9 semesters studerende).    Lokalerne på Novi 9 har en mærkelig konstruktion med vinduerne, hvor man må  ned på knæ eller klatre over for at betjene vinduehåndtaget er ikke ok. Kun 1,90m eller højere personer kan nå håndtaget.",
Aalborg,5,Studiemiljø,"Arbejdspladserne er virkelig gode, måske nogle flere sofa'er omkring i novi9 ville være gode. Meget vigtigt at sådanne pladser hvor man kan udforske solo er behagelige.","Meget hvidt på hvidt, savner kulør.",
Aalborg,3,Databaseudvikling,"Underviseren sprogkundskaber på engelsk er ikke eksisterende, det er svært at forstå, der bliver mumlet meget og det lader til de ikke har en grundlæggende forståelse for sproget. Dvs. de ikke har forståelse for de ord de bruger og dermed giver deres undervisning ingen mening, de kunne lige så vel bare undervise på deres modermålsprog så ville vi forstå lige så meget. På samme tid lader det til at de bare læser direkte op fra slidesene, og endda som om det er første gang de kigger på dem når de står til undervisningen. Derfor står man tilbage med følelsen af at al kommunikationen bliver tabt mellem lærer og studerende, da de ikke forstår vores engelsk og de ikke selv kan kommunikere, samt at de ikke har forståelse for det materiale de underviser i.","Få nogle ordentlige undervisere. Det kan godt være man er dygtig faglig, men det er virkelig ikke ens betydende med at det går hånd i hånd med gode undervisningskundskaber!!",
Aalborg,3,Grundlæggende objektorientereret programmering,"Fuldstændig elendig, fuldstændig håbløs!!! forelæser..... Man lærer absolut intet, hun forstår aldrig når man spørger hende om noget - man bliver bare mødt af et ""ok"". Der bliver læst direkte op fra slides og det er en kamp at prøve og forstå hvad hun siger. C# i sig selv er så højt et niveau og der er et kæmpe spring i sværhedsgraden fra GPRO til GOOP at der desværre bliver tabt rigtig mange dygtige studerende. Når man så heller ikke kan få hjælp til øvelsesopgaverne fordi man ikke kan interagere med forelæseren, så føler man sig da først fuldstændig tabt og uden en chance for at komme igennem faget.","Er sikker på at Kaixuan er en rar og flink dame, som kun vil os det bedste - men giv os nu nogle undervisere som rent faktisk kan tale ordentlig engelsk, hvis det ikke skal være på dansk. Gerne en som kan lære fra sig og sætte sig på niveau med den studerende.","Vi takker et studiemedlem og et familie medlem for at lære os C# fra bunden, nu hvor vores forelæser ikke kan."
Aalborg,3,Systemanalyse og design,"Igen igen, der er ikke noget som fungerer godt..... Endnu en forelæser der knapt kan tale engelsk, 10min inde i undervisningen er man så smadret i sit hoved fra at prøve at forstå hvad han siger, at man har brug for en to timers middagslur når man kommer hjem. Han forstår sig ikke på pensum, når man spørger ham ind til noget specifikt materiale kan man sagtens få et svar, men det er tit efterfulgt af ""oh no,  thats not correct, forget what i told you"", og det samme hænder op til flere i undervisningen. Come on, i giver os jo ikke en jordisk chance for at komme igennem denne uddannelse.",,"Vi var godt klar over at AAU var hver mand for sig selv og så lige at få sin gruppe med på vejen, men har vi da godt nok fået smækket i hovedet dette semester med 300km/t. Thank God, at bogen til SAD er relativt god, så vi kan læse alt op på egen hånd igen igen."
Aalborg,3,Undersøgelses- og analysemetoder,Dette kursus har ikke været tilgængeligt?,,
Aalborg,3,Project,Gruppens samarbejde.,"Vores vejleder, samt de andre gruppers vejledere ved ikke hvordan man skriver projekt på AAU, vi har bla fået af vide at det er ulovligt at lave henvisninger i rapporten, bruge analyse/design mm. modeller fra kurserne og at der er en lov om at man ikke må citere. At med kun 4 gruppemedlemmer, skulle aflevere 120+ sider. Hvis vi spørger om hjælp, kan man absolut ikke få den, vejleder har ikke sat sig ind i vores rapport, samarbejdspartner osv. så vi får rettelser til ting vi ikke arbejder med og som ikke har relevans for vores projekt. Igen vi er på fuldstændig egen hånd og får intet udbytte af den såkaldte vejledning, så i kunne lige så vel fordele vejledernes løn på os studerende, frem for at have dem ansat - når vi går til eksamen, så kan vi det samme som vi ville have kunnet hvis de ikke havde været her.",
